name,city,province,certification_date,certifier
CONSORZIO STABILE SIRIO S.C. A R.L.,Padova,PD,25-06-2025,DI.QU. S.r.l.
CONSORZIO STABILE SIRIO S.C. A R.L.,Padova,PD,25-06-2025,DIMITTO Italia S.r.l. Società Benefit
CONSORZIO STABILE SIRIO S.C. A R.L.,Campagna Lupia,VE,25-06-2025,DIMITTO Italia S.r.l. Società Benefit
CONSORZIO STABILE SIRIO S.C. A R.L.,Campagna Lupia,VE,25-06-2025,DI.QU. S.r.l.
CONSORZIO STABILE SIS S.c.p.A.,BASSANO DEL GRAPPA,VI,17-01-2024,CERTIQUALITY S.r.l.
CONSORZIO STABILE VIAGEST S.C. A R.L.,TAGLIO DI PO,RO,08-09-2023,SMC Società Mediterranea Certificazioni S.p.A.
CONSORZIO STABILE VI BUILDING SOCIETA’ CONSORTILE A RESPONSABILITA’ LIMITATA,CAMISANO,VI,24-10-2025,SMC Società Mediterranea Certificazioni S.p.A.
CONSORZIO TRIVENETO ENERGIA SOC. CONSORTILE A R.L.,ABANO TERME,PD,11-03-2025,Q-AID ASSESSMENT & CERTIFICATION S.r.l.
CONSORZIO UNICO CONSORZIO FRA COOPERATIVE SOCIALI SCS,Padova,PD,15-03-2024,UNITER S.r.l.
CONSULTECNO S.r.l.,Dueville,VI,27-10-2025,CERTITALIA S.r.l.
CONSULTECNO S.r.l.,Vicenza,VI,27-10-2025,CERTITALIA S.r.l.
CONSULTECNO S.R.L.,Vicenza,VI,27-10-2025,DI.QU. S.r.l.
CONSULTECNO S.R.L.,Dueville,VI,27-10-2025,DI.QU. S.r.l.
Consylio S.r.l.,Padova,PD,23-10-2023,DASA RÄGISTER S.p.A.
CONTEC AQS SRL,Verona,VR,24-05-2025,UNITER S.r.l.
CONTEC AQS SRL,Padova,PD,24-05-2025,UNITER S.r.l.
CONTEC - CONSULENZA TECNICA E SERVIZI DI INGEGNERIA S.R.L.,VERONA,VR,14-11-2024,Bureau Veritas Certification Holding SAS Italy Branch
Cooperativa Facchini Portabagagli Stazione Centrale Di Bologna Soc. a r.l.,Venezia,VE,08-06-2024,DASA RÄGISTER S.p.A.
Cooperativa ITACA Società Cooperativa Sociale O.N.L.U.S.,San Vendemiano,TV,22-12-2023,UNITER S.r.l.
Cooperativa ITACA Società Cooperativa Sociale O.N.L.U.S.,Cavallino-Treporti,VE,22-12-2023,UNITER S.r.l.
Cooperativa ITACA Società Cooperativa Sociale O.N.L.U.S.,Campagna Lupia,VE,22-12-2023,UNITER S.r.l.
Cooperativa ITACA Società Cooperativa Sociale O.N.L.U.S.,Gaiarine,TV,22-12-2023,UNITER S.r.l.
COOPERATIVA LAGORAI,Abano Terme,PD,13-05-2024,KIWA CERMET Italia S.p.A.
COOPERATIVA PROVINCIALE SERVIZI SCS ETS,SAN DONA' DI PIAVE,VE,16-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
COOPERATIVA PROVINCIALE SERVIZI SCS ETS,PREGANZIOL,TV,16-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
COOPERATIVA PROVINCIALE SERVIZI SCS ETS,VILLANOVA DI ISTRANA,TV,16-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
COOPERATIVA PROVINCIALE SERVIZI SCS ETS,VILLORBA,TV,16-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
COOPERATIVA PROVINCIALE SERVIZI SCS ETS,ERACLEA,VE,16-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
COOPERATIVA PROVINCIALE SERVIZI SCS ETS,PONZANO VENETO,TV,16-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
COOPERATIVA PROVINCIALE SERVIZI SCS ETS,TREVISO,TV,16-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
COOPERATIVA PROVINCIALE SERVIZI SCS ETS,FONZASO,BL,16-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
COOPERATIVA PROVINCIALE SERVIZI SCS ETS,BREDA DI PIAVE,TV,16-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
COOPERATIVA PROVINCIALE SERVIZI SCS ETS,MEDUNA DI LIVENZA,TV,16-07-2025,Bureau Veritas Certification Holding SAS Italy Branch
COOPERATIVA SANT'ANSELMO SOCIETÀ COOPERATIVA SOCIALE - ONLUS,Cerro Veronese,VR,31-03-2025,KIWA CERMET Italia S.p.A.
Cooperativa Sociale Apriti Sesamo - Raggio di Luce Società Cooperativa Sociale - ETS,MESTRE,VE,13-03-2023,CSQA Certificazioni S.r.l.
COOPERATIVA SOCIALE ARCOBALENO SOC. COOP.,Chioggia,VE,19-05-2025,DIMITTO Italia S.r.l. Società Benefit
COOPERATIVA SOCIALE BLU SOCIETA' COOPERATIVA,NOVENTA PADOVANA,PD,06-05-2025,RINA Services S.p.A.
COOPERATIVA SOCIALE CENTRO DI LAVORO SAN GIOVANNI CALABRIA,VERONA,VR,13-04-2025,ICIM S.p.A.
Cooperativa Sociale di Solidarietà Promozione Lavoro,ALTAVILLA VICENTINA,VI,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,BUSSOLENGO,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,LONGARE,VI,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,BOVOLONE,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,CAMISANO VICENTINO,VI,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,ALBAREDO D'ADIGE,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,LAVAGNO,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,RONCADE,TV,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,CHIOGGIA,VE,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,ROVIGO,RO,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,SCHIO,VI,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,COLOGNA VENETA,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,MONTEFORTE D'ALPONE,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,CEREA,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,CALDIERO,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,SAN BONIFACIO,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,ZEVIO,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,LONIGO,VI,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,CEGGIA,VE,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,VERONELLA,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,VICENZA,VI,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,BADIA CALAVENA,VR,23-12-2022,CSQA Certificazioni S.r.l.
Cooperativa Sociale di Solidarietà Promozione Lavoro,LEGNAGO,VR,23-12-2022,CSQA Certificazioni S.r.l.
COOPERATIVA SOCIALE FAI - COOP. FAI ONLUS,VAZZOLA,TV,20-12-2024,RINA Services S.p.A.
COOPERATIVA SOCIALE FAI - COOP. FAI ONLUS,SAN POLO DI PIAVE,TV,20-12-2024,RINA Services S.p.A.
COOPERATIVA SOCIALE FAI - COOP. FAI ONLUS,ORSAGO,TV,20-12-2024,RINA Services S.p.A.
COOPERATIVA SOCIALE NUOVA IDEA,ABANO TERME,PD,07-02-2025,RINA Services S.p.A.
Cooperativa Sociale Nuova Sair,Padova,PD,17-10-2023,"Perry Johnson Registrars, Inc."
COOPERATIVA SOCIALE SERVIZI ASSOCIATIC.S.S.A. SOC. COOP. A R.L.,SPINEA,VE,27-07-2023,CERTIQUALITY S.r.l.
Cooperativa Sociale Società Dolce - Società Cooperativa,Rovigo,RO,13-02-2024,UNITER S.r.l.
Cooperativa Sociale Società Dolce - Società Cooperativa,Lendinara,RO,13-02-2024,UNITER S.r.l.
Cooperativa Sociale Società Dolce - Società Cooperativa,Vicenza,VI,13-02-2024,UNITER S.r.l.
Cooperativa Sociale Società Dolce - Società Cooperativa,Gavello,RO,13-02-2024,UNITER S.r.l.
Cooperativa Sociale Società Dolce - Società Cooperativa,Adria,RO,13-02-2024,UNITER S.r.l.
Cooperativa Sociale Società Dolce - Società Cooperativa,Canda,RO,13-02-2024,UNITER S.r.l.
Cooperativa Sociale Società Dolce - Società Cooperativa,Taglio di Po,RO,13-02-2024,UNITER S.r.l.
COOPERATIVA SOCIALE VENETA ONLUS,Caldiero,VR,25-10-2025,AFNOR ITALIA S.r.l.
COOPERATIVA SOCIALE VENETA ONLUS,Montecchio Maggiore,VI,25-10-2025,AFNOR ITALIA S.r.l.
COOPERLAT SOC.COOP.AGR.,LORIA,TV,17-12-2024,RINA Services S.p.A.
COOPERLAT SOC.COOP.AGR.,BADIA POLESINE,RO,17-12-2024,RINA Services S.p.A.
COOP NONCELLO SOCIETA’ - COOPERATIVA SOCIALE - IMPRESA SOCIALE – ONLUS,Portogruaro,VE,05-12-2022,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
COOP NONCELLO SOCIETA’ - COOPERATIVA SOCIALE - IMPRESA SOCIALE – ONLUS,Treviso,TV,05-12-2022,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
COOPROGETTI S.c.r.l.,PORDENONE,VE,25-12-2025,SGS ICS ITALIA S.R.L.
Coopservizi Group FVG Soc. Coop. Soc,Padova,PD,20-01-2025,SI CERT ITALY S.r.l.
Coopservizi Group FVG Soc. Coop. Soc,Rovigo,RO,20-01-2025,SI CERT ITALY S.r.l.
Coopservizi Group FVG Soc. Coop. Soc,Chioggia,VE,20-01-2025,SI CERT ITALY S.r.l.
Coopservizi Group FVG Soc. Coop. Soc,Lendinara,RO,20-01-2025,SI CERT ITALY S.r.l.
COPLAST PACKAGING SRL,LUSIA,RO,14-02-2025,RINA Services S.p.A.
CORPO VIGILI GIURATI SPA,Padova,PD,24-06-2024,ICMQ S.p.A. Società Benefit
Cortinabanca Credito Cooperativo Societa' Cooperativa,PIEVE DI CADORE,BL,23-12-2024,CSQA Certificazioni S.r.l.
Cortinabanca Credito Cooperativo Societa' Cooperativa,ROCCA PIETORE,BL,23-12-2024,CSQA Certificazioni S.r.l.
Cortinabanca Credito Cooperativo Societa' Cooperativa,CORTINA D'AMPEZZO,BL,23-12-2024,CSQA Certificazioni S.r.l.
Cortinabanca Credito Cooperativo Societa' Cooperativa,ALPAGO,BL,23-12-2024,CSQA Certificazioni S.r.l.
Cortinabanca Credito Cooperativo Societa' Cooperativa,BELLUNO,BL,23-12-2024,CSQA Certificazioni S.r.l.
Cortinabanca Credito Cooperativo Societa' Cooperativa,ALLEGHE,BL,23-12-2024,CSQA Certificazioni S.r.l.
Cortinabanca Credito Cooperativo Societa' Cooperativa,VAL DI ZOLDO,BL,23-12-2024,CSQA Certificazioni S.r.l.
Cortinabanca Credito Cooperativo Societa' Cooperativa,PONTE NELLE ALPI,BL,23-12-2024,CSQA Certificazioni S.r.l.
Cortinabanca Credito Cooperativo Societa' Cooperativa,SAN VITO DI CADORE,BL,23-12-2024,CSQA Certificazioni S.r.l.
Cortinabanca Credito Cooperativo Società Cooperativa,CORTINA D'AMPEZZO,BL,23-12-2024,CSQA Certificazioni S.r.l.
COSEP Società Cooperativa Sociale,Arzergrande,PD,03-03-2025,UNITER S.r.l.
COSEP Società Cooperativa Sociale,Vicenza,VI,03-03-2025,UNITER S.r.l.
COSEP Società Cooperativa Sociale,Padova,PD,03-03-2025,UNITER S.r.l.
COSEP Società Cooperativa Sociale,Piove di Sacco,PD,03-03-2025,UNITER S.r.l.
COSEP Società Cooperativa Sociale,Casalserugo,PD,03-03-2025,UNITER S.r.l.
Cosmo Società Cooperativa Sociale,VICENZA,VI,28-05-2024,CSQA Certificazioni S.r.l.
Cosmo Società Cooperativa Sociale - Appartamenti di Sgancio,VICENZA,VI,28-05-2024,CSQA Certificazioni S.r.l.
COSPA S.R.L.,Vigonza,PD,19-01-2026,DI.QU. S.r.l.
COSTRUIRE SOCIETA’ COOPERATIVA,PIOVE DI SACCO,PD,06-08-2025,SMC Società Mediterranea Certificazioni S.p.A.
Costruzioni Bordignon SRL,Montebelluna,TV,06-03-2025,SI CERT ITALY S.r.l.
Costruzioni Bordignon SRL,Volpago del Montello,TV,06-03-2025,SI CERT ITALY S.r.l.
COSTRUZIONI COGATO S.r.l.,Sandrigo,VI,11-07-2025,CERTITALIA S.r.l.
Costruzioni Dalla Libera S.R.L.,Castelcucco,TV,30-01-2025,SI CERT ITALY S.r.l.
COSTRUZIONI DONDI S.P.A.,Rovigo,RO,01-03-2024,DIMITTO Italia S.r.l. Società Benefit
COSTRUZIONI DONDI S.P.A.,Motta di Livenza,TV,01-03-2024,DIMITTO Italia S.r.l. Società Benefit
COSTRUZIONI FERRACIN S.R.L.,Jesolo,VE,10-07-2025,DIMITTO Italia S.r.l. Società Benefit
COSTRUZIONI FERRACIN S.R.L.,San Donà di Piave,VE,10-07-2025,DIMITTO Italia S.r.l. Società Benefit
COSTRUZIONI FRIGO SRL,LONGARE,VI,16-02-2024,APAVE CERTIFICATION ITALIA S.r.l.
COSTRUZIONI GELMINI SRL,LUSIANA CONCO,VI,16-06-2025,SMC Società Mediterranea Certificazioni S.p.A.
COSTRUZIONI GENERALI GIRARDINI S.p.A.,Sandrigo,VI,18-07-2025,CERTITALIA S.r.l.
COSTRUZIONI IANNINI SRL,VENEZIA,VE,18-10-2023,Bureau Veritas Certification Holding SAS Italy Branch
Costruzioni Ing. Carlo Broetto S.r.l. con Unico Socio,Teolo,PD,24-11-2025,SGS ICS ITALIA S.R.L.
COSTRUZIONI MANUTENZIONI CECCHIN S.R.L.,Castelfranco Veneto,TV,01-04-2025,DI.QU. S.r.l.
COSTRUZIONI RUFFO S.R.L.,Caldiero,VR,27-10-2025,DIMITTO Italia S.r.l. Società Benefit
COSTRUZIONI STRADALI MARTINI SILVESTRO S.R.L.,Vò,PD,27-05-2025,DIMITTO Italia S.r.l. Società Benefit
Co.Sv.E.M. Consorzio Sviluppo Edilizia Moderna,Castelfranco Veneto,TV,31-05-2024,QUASER CERTIFICAZIONI S.r.l.
CP International S.p.A.,CARRE',VI,27-12-2023,CSQA Certificazioni S.r.l.
CPL CONCORDIA SOC. COOP.,Padova,PD,15-09-2023,DNV Business Assurance Italy S.r.l.
CPS Facility Management S.p.A.,Casale sul Sile,TV,20-02-2025,SGS ICS ITALIA S.R.L.
CQOP SOA S.p.A.,PADOVA,PD,23-12-2024,APAVE CERTIFICATION ITALIA S.r.l.
C.R. COSTRUZIONI S.R.L.,VERONA,VR,12-02-2024,SMC Società Mediterranea Certificazioni S.p.A.
CREDIT DATA RESEARCH ITALIA S.r.l.,Limena,PD,26-10-2023,KIWA CERMET Italia S.p.A.
Credit Network & Finance S.p.A.,Sona,VR,18-07-2025,SI CERT ITALY S.r.l.
Credit Network & Finance S.p.A.,Verona,VR,18-07-2025,SI CERT ITALY S.r.l.
CREDITO PADANO - SOCIETA' COOPERATIVA,VILLAFRANCA DI VERONA,VR,02-03-2026,RINA Services S.p.A.
CREDITO PADANO - SOCIETA' COOPERATIVA,VALEGGIO SUL MINCIO,VR,02-03-2026,RINA Services S.p.A.
CRISTOFORETTI SERVIZI ENERGIA SPA,PADOVA,PD,12-06-2024,SUSTAINY S.r.l. a Socio unico
C.S.A. Cooperativa Servizi Assistenziali Soc. Cooperativa Sociale,Albaredo D'Adige,VR,24-04-2025,KIWA CERMET Italia S.p.A.
C.S.A. Cooperativa Servizi Assistenziali Soc. Cooperativa Sociale,Conegliano,TV,24-04-2025,KIWA CERMET Italia S.p.A.
C.S.A. Security S.r.l.,Verona,VR,14-02-2025,SI CERT ITALY S.r.l.
C.S.E. CONSORZIO STABILE EUROPEO,San Martino Buon Albergo,VR,09-04-2024,DIMITTO Italia S.r.l. Società Benefit
CSM TUBE S.p.A.,Cimavilla di Codognè,TV,16-12-2025,DNV Business Assurance Italy S.r.l.
CSM TUBE S.p.A.,Cimetta di Codognè,TV,16-12-2025,DNV Business Assurance Italy S.r.l.
CSQA CERTIFICAZIONI SRL,Thiene,VI,20-12-2025,UNITER S.r.l.
CSV - CONSORZIO SERVIZI DEL VENETO SOCIETA' COOPERATIVA,VENEZIA,VE,29-04-2025,RINA Services S.p.A.
CTS S.p.A.,Marghera,VE,23-12-2024,SGS ICS ITALIA S.R.L.
C.T.S. SRL,ALTAVILLA VICENTINA,VI,26-10-2024,CERTIQUALITY S.r.l.
CURTIS S.r.l.,Treviso,TV,03-12-2024,DNV Business Assurance Italy S.r.l.
C.V.E. CENTRO VERIFICHE EUROPEE S.R.L.,LONIGO,VI,10-10-2025,ICDQ S.r.l.
CWS S.R.L.,VERONA,VR,12-09-2025,AENOR ITALIA S.R.L.
DABSTER S.r.l.,VERONA,VR,28-01-2025,APAVE CERTIFICATION ITALIA S.r.l.
DAL BEN S.P.A.,SAN STINO DI LIVENZA,VE,19-10-2022,RINA Services S.p.A.
DAL BEN S.P.A.,SANTO STINO DI LIVENZA,VE,19-10-2022,RINA Services S.p.A.
Dani S.p.A.,ARZIGNANO,VI,29-12-2025,CSQA Certificazioni S.r.l.
DATA MANAGEMENT SRL,NOVENTA PADOVANA,PD,20-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
Data Vision S.r.l.,Venezia,VE,25-10-2024,SI CERT ITALY S.r.l.
Datwyler Pharma Packaging Italy S.r.l.,Montegaldella,VI,12-09-2025,BSI Group Italia S.r.l.
DAY RISTOSERVICE S.P.A. SOCIETA' BENEFIT,PADOVA,PD,05-06-2023,TÜV Italia S.r.l.
DB Cargo Transa - Full Load Solutions Italia S.r.l.,Verona,VR,11-09-2024,DASA RÄGISTER S.p.A.
D.B. GROUP S.p.A.,Cessalto,TV,26-11-2024,SGS ICS ITALIA S.R.L.
D.B. GROUP S.p.A.,VERONA,VR,26-11-2024,SGS ICS ITALIA S.R.L.
D.B. GROUP S.p.A.,Montebelluna,TV,26-11-2024,SGS ICS ITALIA S.R.L.
D.B. GROUP S.p.A.,Villorba,TV,26-11-2024,SGS ICS ITALIA S.R.L.
D.B. GROUP S.p.A.,Sedico,BL,26-11-2024,SGS ICS ITALIA S.R.L.
D.B. GROUP S.p.A.,Trevignano,TV,26-11-2024,SGS ICS ITALIA S.R.L.
D&D PARTNERS S.R.L.,PONTE SAN NICOLÒ,PD,10-07-2025,SMC Società Mediterranea Certificazioni S.p.A.
DEBBY LINE S.r.l.,Padernello di Paese,TV,27-12-2024,SGS ICS ITALIA S.R.L.
DECATHLON ITALIA S.r.l,VILLAFRANCA DI VERONA,VR,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,VENEZIA,VE,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,TREVISO,TV,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,TORRI DI QUARTESOLO,VI,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,THIENE,VI,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,SAN FIOR,TV,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,SAN DONA' DI PIAVE,VE,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,SAN GIOVANNI LUPATOTO,VR,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,PADOVA,PD,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,PONTE NELLE ALPI,BL,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,JESOLO,VE,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,CHIOGGIA,VE,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,CAVALLINO,VE,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON ITALIA S.r.l,BASSANO DEL GRAPPA,VI,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECATHLON PRODUZIONE ITALIA S.R.L,VIGONZA,PD,16-10-2024,Bureau Veritas Certification Holding SAS Italy Branch
DECO med SRL,MARCON,VE,26-02-2025,IMQ S.p.A.
DEDALUS ITALIA S.p.A.,Vicenza,VI,18-07-2024,DNV Business Assurance Italy S.r.l.
DEDA NEXT S.r.l.,Padova,PD,12-12-2023,KIWA CERMET Italia S.p.A.
Dedem S.p.A.,Cornedo Vicentino,VI,30-12-2025,SI CERT ITALY S.r.l.
Dedem S.p.A.,Canaro,RO,30-12-2025,SI CERT ITALY S.r.l.
Dedem S.p.A.,Mirano,VE,30-12-2025,SI CERT ITALY S.r.l.
Dedem S.p.A.,San Giovanni Lupatoto,VR,30-12-2025,SI CERT ITALY S.r.l.
DEGANI COSTRUZIONI S.r.l. con Unico SocioDEGANI,Gazzo Veronese,VR,12-12-2024,CERTITALIA S.r.l.
Deloitte Climate & Sustainability S.r.l. S.B.,Verona,VR,20-07-2023,BSI Group Italia S.r.l.
Deloitte Climate & Sustainability S.r.l. S.B.,Verona,VR,07-08-2024,BSI Group Italia S.r.l.
Deloitte Consulting S.r.l. S.B.,Vicenza,VI,07-08-2024,BSI Group Italia S.r.l.
Deloitte Consulting S.r.l. S.B.,Treviso,TV,07-08-2024,BSI Group Italia S.r.l.
Deloitte Consulting S.r.l. S.B.,Vicenza,VI,20-07-2023,BSI Group Italia S.r.l.
Deloitte Consulting S.r.l. S.B.,Treviso,TV,20-07-2023,BSI Group Italia S.r.l.
Deloitte & Touche Spa,Treviso,TV,07-08-2024,BSI Group Italia S.r.l.
Deloitte & Touche Spa,Verona,VR,07-08-2024,BSI Group Italia S.r.l.
Deloitte & Touche Spa,Padova,PD,07-08-2024,BSI Group Italia S.r.l.
Deloitte & Touche Spa,Padova,PD,20-07-2023,BSI Group Italia S.r.l.
Deloitte & Touche Spa,Treviso,TV,20-07-2023,BSI Group Italia S.r.l.
Deloitte & Touche Spa,Verona,VR,20-07-2023,BSI Group Italia S.r.l.
Delta Maris S.r.l.,Porto Viro,RO,26-02-2025,"Perry Johnson Registrars, Inc."
Delta Maris S.r.l.,Chioggia,VE,26-02-2025,"Perry Johnson Registrars, Inc."
DENTSPLY SIRONA ITALIA S.R.L,VERONA,VR,14-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
DEODATO GALLERY S.p.A.,Padova,PD,23-05-2024,QUASER CERTIFICAZIONI S.r.l.
DEON S.P.A.,Belluno,BL,20-06-2025,ASACERT ASSESSMENT AND CERTIFICATION S.P.A. SOCIETA' BENEFIT - ASACERT S.P.A. SOCIETA' BENEFIT
DEON S.P.A.,Sedico,BL,20-06-2025,ASACERT ASSESSMENT AND CERTIFICATION S.P.A. SOCIETA' BENEFIT - ASACERT S.P.A. SOCIETA' BENEFIT
DEPURACQUE SERVIZI SRL,SALZANO,VE,19-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
DERGA CONSULTING S.P.A.,PADOVA,PD,24-01-2025,SMC Società Mediterranea Certificazioni S.p.A.
DE RIGO REFRIGERATION S.R.L.,SEDICO,BL,09-10-2025,Bureau Veritas Certification Holding SAS Italy Branch
DE RIGO VISION SPA,LONGARONE,BL,13-11-2025,Bureau Veritas Certification Holding SAS Italy Branch
DEUTSCHE BANK S.P.A.,PADOVA,PD,22-11-2024,RINA Services S.p.A.
DEUTSCHE BANK S.P.A.,VERONA,VR,22-11-2024,RINA Services S.p.A.
DEUTSCHE BANK S.P.A.,VICENZA,VI,22-11-2024,RINA Services S.p.A.
DEUTSCHE BANK S.P.A.,SAN DONA' DI PIAVE,VE,22-11-2024,RINA Services S.p.A.
DEUTSCHE BANK S.P.A.,VENEZIA,VE,22-11-2024,RINA Services S.p.A.
DEUTSCHE BANK S.P.A.,TREVISO,TV,22-11-2024,RINA Services S.p.A.
DE ZOTTIS - S.P.A.,Breda di Piave,TV,12-09-2023,DIMITTO Italia S.r.l. Società Benefit
D.G. S.R.L.,Bussolengo,VR,16-12-2024,SUSTAINY S.r.l. a Socio unico
D.G. S.R.L.,AFFI,VR,16-12-2024,SUSTAINY S.r.l. a Socio unico
D.G. S.R.L.,VERONA,VR,16-12-2024,SUSTAINY S.r.l. a Socio unico
D.G. S.R.L.,Peschiera del Garda,VR,16-12-2024,SUSTAINY S.r.l. a Socio unico
DGS S.P.A,PADOVA,PD,14-11-2023,Bureau Veritas Certification Holding SAS Italy Branch
DHL EXPRESS (ITALY) S.r.l.,Marcon,VE,03-12-2025,DNV Business Assurance Italy S.r.l.
DHL EXPRESS (ITALY) S.r.l.,Verona,VR,03-12-2025,DNV Business Assurance Italy S.r.l.
DHL EXPRESS (ITALY) S.r.l.,Torri di Quartesolo,VI,03-12-2025,DNV Business Assurance Italy S.r.l.
DHL EXPRESS (ITALY) S.r.l.,Padova,PD,03-12-2025,DNV Business Assurance Italy S.r.l.
DHL EXPRESS (ITALY) S.r.l.,Treviso,TV,03-12-2025,DNV Business Assurance Italy S.r.l.
DHL EXPRESS (ITALY) S.r.l.,Tessera,VE,03-12-2025,DNV Business Assurance Italy S.r.l.
DIAMANTE SOCIETA' BENEFIT SRL,VERONA,VR,12-05-2025,Bureau Veritas Certification Holding SAS Italy Branch
DIANA E-COMMERCE CORPORATION SRL,TORREGLIA,PD,22-07-2025,IMQ S.p.A.
DIFFERENT S.P.A.,PADOVA,PD,26-06-2024,ICDQ S.r.l.
DIFFERENT S.P.A.,PADOVA,PD,26-06-2023,ICDQ S.r.l.
Digital Retex S.r.l.,Mestrino,PD,16-10-2023,DASA RÄGISTER S.p.A.
Digital Retex S.r.l.,Pianiga,VE,16-10-2023,DASA RÄGISTER S.p.A.
DIGIT'ED S.P.A.,Vicenza,VI,27-03-2025,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
DIGIT'ED S.P.A.,Padova,PD,27-03-2025,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
DIMENSIONE QUALITA' S.R.L,Venezia,VE,11-11-2025,DIMITTO Italia S.r.l. Società Benefit
DIN.ECO S.R.L.,SAN MARTINO BUON ALBERGO,VR,07-11-2024,SMC Società Mediterranea Certificazioni S.p.A.
DIVITEL S.p.A.,Vicenza,VI,06-10-2025,CERTITALIA S.r.l.
DNV BUSINESS ASSURANCE ITALY S.R.L.,Venezia,VE,02-11-2023,UNITER S.r.l.
Doc Creativity Società Cooperativa,VERONA,VR,16-07-2024,CSQA Certificazioni S.r.l.
Doc Educational Società Cooperativa Sociale,VERONA,VR,16-07-2024,CSQA Certificazioni S.r.l.
